YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_DEP_IFR_2,DLY_ATC_PRE_2,FLT_DEP_3,DLY_ATC_PRE_3
2025,03,MAR,2025-03-16,ENKB,Kristiansund Kvernberget,Norway,5,,,2,0
2025,03,MAR,2025-03-16,ENKR,Kirkenes Høybuktmoen,Norway,9,,,3,0
2025,03,MAR,2025-03-16,ENLK,Leknes,Norway,8,,,,
2025,03,MAR,2025-03-16,ENMH,Mehamn,Norway,3,,,,
2025,03,MAR,2025-03-16,ENML,Molde Årø,Norway,3,,,2,0
2025,03,MAR,2025-03-16,ENMS,Mosjøen Kjærstad,Norway,4,,,,
2025,03,MAR,2025-03-16,ENNA,Lakselv Banak,Norway,2,,,,
2025,03,MAR,2025-03-16,ENNM,Namsos Høknesøra,Norway,3,,,,
2025,03,MAR,2025-03-16,ENOV,Orsta¿Volda Hovden,Norway,8,,,,
2025,03,MAR,2025-03-16,ENRA,Mo i Rana Røssvoll,Norway,6,,,,
2025,03,MAR,2025-03-16,ENRM,Rorvik Ryum,Norway,3,,,,
2025,03,MAR,2025-03-16,ENRO,Roros,Norway,2,,,,
2025,03,MAR,2025-03-16,ENRS,Rost,Norway,0,,,,
2025,03,MAR,2025-03-16,ENSB,Svalbard Longyear,Norway,4,,,3,0
2025,03,MAR,2025-03-16,ENSD,Sandane  Anda,Norway,3,,,,
2025,03,MAR,2025-03-16,ENSG,Sogndal Haukåsen,Norway,5,,,,
2025,03,MAR,2025-03-16,ENSH,Svolvær Helle,Norway,8,,,,
2025,03,MAR,2025-03-16,ENSK,Stokmarknes Skagen,Norway,6,,,,
2025,03,MAR,2025-03-16,ENSR,Sorkjosen,Norway,1,,,,
2025,03,MAR,2025-03-16,ENSS,Vardø Svartnes,Norway,1,,,,
2025,03,MAR,2025-03-16,ENST,Sandnessjøen Stokka,Norway,6,,,,
2025,03,MAR,2025-03-16,ENTC,Tromsø,Norway,77,,,41,251
2025,03,MAR,2025-03-16,ENVA,Trondheim,Norway,69,69,0,37,0
2025,03,MAR,2025-03-16,ENVD,Vadsø,Norway,5,,,,
2025,03,MAR,2025-03-16,ENVR,Værøy,Norway,1,,,,
2025,03,MAR,2025-03-16,ENZV,Stavanger,Norway,53,54,0,42,0
2025,03,MAR,2025-03-16,EPBY,Bydgoszcz,Poland,4,,,3,0
2025,03,MAR,2025-03-16,EPGD,Gdansk,Poland,58,,,54,4
2025,03,MAR,2025-03-16,EPKK,Krakow - Balice,Poland,114,,,100,75
2025,03,MAR,2025-03-16,EPKT,Katowice - Pyrzowice,Poland,45,,,25,0
2025,03,MAR,2025-03-16,EPLB,Lublin,Poland,7,,,5,0
2025,03,MAR,2025-03-16,EPLL,Lodz - Lublinek,Poland,1,,,1,0
2025,03,MAR,2025-03-16,EPMO,Warszawa - Modlin,Poland,15,,,13,5
2025,03,MAR,2025-03-16,EPPO,Poznan - Lawica,Poland,28,,,20,0
2025,03,MAR,2025-03-16,EPRA,Radom,Poland,1,,,1,0
2025,03,MAR,2025-03-16,EPRZ,Rzeszow - Jasionka,Poland,11,,,6,0
2025,03,MAR,2025-03-16,EPSC,Szczecin - Goleniów,Poland,6,,,4,0
2025,03,MAR,2025-03-16,EPSY,Olsztyn-Mazury,Poland,0,,,,
2025,03,MAR,2025-03-16,EPWA,Warszawa - Chopina,Poland,242,242,115,206,101
2025,03,MAR,2025-03-16,EPWR,Wroclaw - Strachowice,Poland,38,,,34,2
2025,03,MAR,2025-03-16,EPZG,Zielona Gora - Babimost,Poland,1,,,,
2025,03,MAR,2025-03-16,ESGG,Göteborg,Sweden,53,53,1,43,1
2025,03,MAR,2025-03-16,ESSA,Stockholm - Arlanda,Sweden,267,266,51,228,45
2025,03,MAR,2025-03-16,ESSB,Stockholm - Bromma,Sweden,10,,,,
2025,03,MAR,2025-03-16,EVRA,Riga,Latvia,91,91,0,76,6
2025,03,MAR,2025-03-16,EYKA,Kaunas,Lithuania,15,,,13,0
2025,03,MAR,2025-03-16,EYPA,Palanga,Lithuania,6,,,6,0
2025,03,MAR,2025-03-16,EYSA,Siauliai,Lithuania,2,,,,
2025,03,MAR,2025-03-16,EYVI,Vilnius,Lithuania,49,,,43,0
2025,03,MAR,2025-03-16,GCFV,Fuerteventura,Spain,81,80,0,55,8
2025,03,MAR,2025-03-16,GCGM,La Gomera,Spain,4,,,4,0
2025,03,MAR,2025-03-16,GCHI,Hierro,Spain,10,,,9,0
2025,03,MAR,2025-03-16,GCLA,La Palma,Spain,34,,,27,0
2025,03,MAR,2025-03-16,GCLP,Gran Canaria,Spain,231,,,163,67
2025,03,MAR,2025-03-16,GCRR,Lanzarote,Spain,117,115,25,88,13
2025,03,MAR,2025-03-16,GCTS,Tenerife Sur - Reina Sofia,Spain,153,152,92,101,72
2025,03,MAR,2025-03-16,GCXO,Tenerife North,Spain,118,,,83,37
2025,03,MAR,2025-03-16,GEML,Melilla,Spain,18,,,,
2025,03,MAR,2025-03-16,GMAD,Al Massira,Morocco,45,,,23,0
2025,03,MAR,2025-03-16,GMFF,Saïss,Morocco,16,,,10,2
2025,03,MAR,2025-03-16,GMME,Rabat-Salé,Morocco,25,,,10,11
2025,03,MAR,2025-03-16,GMMN,Mohammed V International,Morocco,110,,,7,4
2025,03,MAR,2025-03-16,GMMX,Menara,Morocco,108,,,64,63
2025,03,MAR,2025-03-16,GMTT,Ibn Batouta,Morocco,26,,,11,5
2025,03,MAR,2025-03-16,LATI,Tirana,Albania,83,,,66,12
2025,03,MAR,2025-03-16,LBSF,Sofia,Bulgaria,92,90,8,63,12
2025,03,MAR,2025-03-16,LCLK,Larnaca,Cyprus,73,,,39,27
2025,03,MAR,2025-03-16,LCPH,Paphos,Cyprus,25,,,19,0
2025,03,MAR,2025-03-16,LDZA,Zagreb,Croatia,64,64,0,25,0
2025,03,MAR,2025-03-16,LEAB,Albacete,Spain,1,,,,
2025,03,MAR,2025-03-16,LEAL,Alicante,Spain,152,152,53,111,61
2025,03,MAR,2025-03-16,LEAM,Almeria,Spain,9,,,,
2025,03,MAR,2025-03-16,LEAS,Asturias,Spain,25,,,4,0
2025,03,MAR,2025-03-16,LEBB,Bilbao,Spain,69,68,5,23,9
2025,03,MAR,2025-03-16,LEBG,Burgos,Spain,1,,,,
2025,03,MAR,2025-03-16,LEBL,Barcelona,Spain,484,,,213,291
2025,03,MAR,2025-03-16,LEBZ,Badajoz,Spain,3,,,,
2025,03,MAR,2025-03-16,LECO,La Coruna,Spain,13,,,6,5
2025,03,MAR,2025-03-16,LECU,Madrid - Cuatro Viento,Spain,0,,,,
2025,03,MAR,2025-03-16,LEDA,Lleida - Alguaire,Spain,4,,,,
2025,03,MAR,2025-03-16,LEGE,Gerona,Spain,14,,,7,0
2025,03,MAR,2025-03-16,LEGR,Granada,Spain,19,,,2,0
2025,03,MAR,2025-03-16,LEGT,Madrid - Getafe,Spain,1,,,,
2025,03,MAR,2025-03-16,LEIB,Ibiza,Spain,52,52,6,17,0
2025,03,MAR,2025-03-16,LEIZ,Abad,Spain,1,,,,
2025,03,MAR,2025-03-16,LEJR,Jerez De La Frontera,Spain,28,,,1,0
2025,03,MAR,2025-03-16,LELL,Sabadell,Spain,6,,,,
2025,03,MAR,2025-03-16,LELN,Leon,Spain,2,,,,
2025,03,MAR,2025-03-16,LEMD,Madrid - Barajas,Spain,581,,,287,204
2025,03,MAR,2025-03-16,LEMG,Málaga,Spain,233,233,132,156,138
2025,03,MAR,2025-03-16,LEMH,Mahon,Spain,32,,,2,0
2025,03,MAR,2025-03-16,LEPA,Palma de Mallorca,Spain,207,206,119,113,98
2025,03,MAR,2025-03-16,LEPP,Noain Pamplona,Spain,4,,,1,0
2025,03,MAR,2025-03-16,LERJ,Logrono,Spain,2,,,,
2025,03,MAR,2025-03-16,LERT,Rota,Spain,5,,,,
2025,03,MAR,2025-03-16,LESO,San Sebastian,Spain,8,,,1,0
2025,03,MAR,2025-03-16,LEST,Santiago,Spain,34,,,11,0
2025,03,MAR,2025-03-16,LETO,Madrid - Torrejon,Spain,1,,,,
2025,03,MAR,2025-03-16,LEVC,Valencia,Spain,126,,,88,18
2025,03,MAR,2025-03-16,LEVD,Valladolid,Spain,1,,,1,0
2025,03,MAR,2025-03-16,LEVT,Vitoria,Spain,5,,,2,0
2025,03,MAR,2025-03-16,LEVX,Vigo,Spain,17,,,7,4
2025,03,MAR,2025-03-16,LEXJ,Santander,Spain,11,,,3,0
2025,03,MAR,2025-03-16,LEZG,Zaragoza,Spain,8,,,3,0
2025,03,MAR,2025-03-16,LEZL,Sevilla,Spain,104,104,27,58,27
2025,03,MAR,2025-03-16,LFAQ,Albert-Bray,France,4,,,,
2025,03,MAR,2025-03-16,LFBA,Agen-La Garenne,France,0,,,,
2025,03,MAR,2025-03-16,LFBD,Bordeaux-Mérignac,France,60,,,37,7
2025,03,MAR,2025-03-16,LFBE,Bergerac-Roumanière,France,2,,,1,0
2025,03,MAR,2025-03-16,LFBH,La Rochelle-Ile de Ré,France,3,,,2,0
2025,03,MAR,2025-03-16,LFBI,Poitiers-Biard,France,2,,,1,0
2025,03,MAR,2025-03-16,LFBL,Limoges-Bellegarde,France,2,,,1,0
2025,03,MAR,2025-03-16,LFBO,Toulouse-Blagnac,France,90,89,22,68,27
2025,03,MAR,2025-03-16,LFBP,Pau-Pyrénées,France,5,,,3,0
2025,03,MAR,2025-03-16,LFBT,Tarbes-Lourdes Pyrénées,France,5,,,,
2025,03,MAR,2025-03-16,LFBZ,Biarritz-Bayonne-Anglet,France,9,,,5,0
2025,03,MAR,2025-03-16,LFCR,Rodez-Marcillac,France,2,,,,
2025,03,MAR,2025-03-16,LFGJ,Dôle-Tavaux,France,3,,,1,0
2025,03,MAR,2025-03-16,LFJR,Angers-Marcé,France,1,,,,
2025,03,MAR,2025-03-16,LFKB,Bastia-Poretta,France,14,,,3,0
2025,03,MAR,2025-03-16,LFKC,Calvi-Sainte-Catherine,France,3,,,1,0
2025,03,MAR,2025-03-16,LFKF,Figari-Sud Corse,France,5,,,1,0
2025,03,MAR,2025-03-16,LFKJ,Ajaccio-Napoléon-Bonaparte,France,13,,,1,0
2025,03,MAR,2025-03-16,LFLB,Chambéry-Aix-les-Bains,France,47,,,3,0
2025,03,MAR,2025-03-16,LFLC,Clermont-Ferrand-Auvergne,France,6,,,4,0
2025,03,MAR,2025-03-16,LFLI,Annemasse,France,0,,,,
2025,03,MAR,2025-03-16,LFLL,Lyon-Saint-Exupéry,France,121,121,50,74,63
2025,03,MAR,2025-03-16,LFLP,Annecy-Meythet,France,7,,,,
2025,03,MAR,2025-03-16,LFLS,Grenoble-Isère,France,22,,,6,3
2025,03,MAR,2025-03-16,LFLX,Châteauroux-Déols,France,1,,,,
2025,03,MAR,2025-03-16,LFLY,Lyon-Bron,France,6,,,,
2025,03,MAR,2025-03-16,LFMD,Cannes-Mandelieu,France,14,,,,
2025,03,MAR,2025-03-16,LFMI,Istres-Le Tubé,France,2,,,,
2025,03,MAR,2025-03-16,LFMK,Carcassonne-Salvaza,France,5,,,2,0
2025,03,MAR,2025-03-16,LFML,Marseille-Provence,France,108,,,60,14
2025,03,MAR,2025-03-16,LFMN,Nice-Côte d’Azur,France,162,162,78,100,78
2025,03,MAR,2025-03-16,LFMP,Perpignan-Rivesaltes,France,9,,,2,0
2025,03,MAR,2025-03-16,LFMT,Montpellier-Méditerranée,France,29,,,8,0
2025,03,MAR,2025-03-16,LFMU,Béziers-Vias,France,2,,,1,0
2025,03,MAR,2025-03-16,LFMV,Avignon-Caumont,France,6,,,,
2025,03,MAR,2025-03-16,LFOB,Beauvais-Tillé,France,63,,,60,23
2025,03,MAR,2025-03-16,LFOH,Le Havre-Octeville,France,0,,,,
2025,03,MAR,2025-03-16,LFOK,Châlons-Vatry,France,7,,,1,0
2025,03,MAR,2025-03-16,LFOP,Rouen,France,4,,,,
2025,03,MAR,2025-03-16,LFOT,Tours-Val de Loire,France,2,,,1,0
2025,03,MAR,2025-03-16,LFPB,Paris-Le Bourget,France,55,,,,
2025,03,MAR,2025-03-16,LFPG,Paris-Charles-de-Gaulle,France,617,,,471,311
2025,03,MAR,2025-03-16,LFPN,Toussus-le-Noble,France,9,,,,
2025,03,MAR,2025-03-16,LFPO,Paris-Orly,France,282,282,135,83,41
2025,03,MAR,2025-03-16,LFQQ,Lille-Lesquin,France,20,,,11,2
2025,03,MAR,2025-03-16,LFRB,Brest-Bretagne,France,13,,,5,0
2025,03,MAR,2025-03-16,LFRG,Deauville-Normandie,France,6,,,,
2025,03,MAR,2025-03-16,LFRH,Lorient-Lann Bihoué,France,3,,,,
2025,03,MAR,2025-03-16,LFRK,Caen-Carpiquet,France,4,,,1,0
2025,03,MAR,2025-03-16,LFRN,Rennes-Saint-Jacques,France,9,,,6,21
2025,03,MAR,2025-03-16,LFRO,Lannion,France,1,,,,
2025,03,MAR,2025-03-16,LFRS,Nantes-Atlantique,France,69,,,37,2
2025,03,MAR,2025-03-16,LFRZ,Saint-Nazaire-Montoir,France,0,,,,
2025,03,MAR,2025-03-16,LFSB,Bâle-Mulhouse,France,86,86,21,68,11
2025,03,MAR,2025-03-16,LFSL,Brive-Souillac,France,2,,,1,0
2025,03,MAR,2025-03-16,LFST,Strasbourg-Entzheim,France,14,,,3,0
2025,03,MAR,2025-03-16,LFTH,Hyères-Le Palyvestre,France,9,,,,
2025,03,MAR,2025-03-16,LFTW,Nîmes-Garons,France,4,,,2,0
2025,03,MAR,2025-03-16,LGAV,Athens,Greece,313,,,196,298
2025,03,MAR,2025-03-16,LGIR,Heraklion,Greece,22,,,13,0
2025,03,MAR,2025-03-16,LGKF,Kefallinia,Greece,3,,,1,0
2025,03,MAR,2025-03-16,LGKO,Kos,Greece,7,,,4,0
2025,03,MAR,2025-03-16,LGKR,Corfu,Greece,5,,,2,0
2025,03,MAR,2025-03-16,LGMK,Mikonos,Greece,4,,,2,0
2025,03,MAR,2025-03-16,LGRP,Rodos,Greece,11,,,7,0
2025,03,MAR,2025-03-16,LGSA,Khania - Souda,Greece,11,,,6,0
2025,03,MAR,2025-03-16,LGSK,Skiathos,Greece,1,,,1,0
2025,03,MAR,2025-03-16,LGSR,Santorini,Greece,9,,,4,0
2025,03,MAR,2025-03-16,LGTS,Thessaloniki,Greece,68,,,53,47
2025,03,MAR,2025-03-16,LGZA,Zakinthos,Greece,2,,,1,0
2025,03,MAR,2025-03-16,LHBP,Budapest - Ferihegy,Hungary,175,174,5,133,38
2025,03,MAR,2025-03-16,LIBR,Brindisi,Italy,24,,,21,0
2025,03,MAR,2025-03-16,LICC,Catania,Italy,100,100,237,82,89
2025,03,MAR,2025-03-16,LICJ,Palermo Falcone-Borsellino,Italy,71,,,57,7
2025,03,MAR,2025-03-16,LIMC,Milan - Malpensa,Italy,294,294,321,183,219
2025,03,MAR,2025-03-16,LIME,Bergamo,Italy,146,146,189,122,146
2025,03,MAR,2025-03-16,LIMF,Torino Caselle,Italy,78,,,54,41
2025,03,MAR,2025-03-16,LIML,Milan - Linate,Italy,140,140,72,86,58
2025,03,MAR,2025-03-16,LIPE,Bologna,Italy,103,98,63,77,29
2025,03,MAR,2025-03-16,LIPH,Treviso,Italy,30,,,26,43
2025,03,MAR,2025-03-16,LIPZ,Venice,Italy,109,109,110,71,67
2025,03,MAR,2025-03-16,LIRA,Rome - Ciampino,Italy,44,,,32,15
2025,03,MAR,2025-03-16,LIRF,Rome - Fiumicino,Italy,449,449,834,307,434
2025,03,MAR,2025-03-16,LIRN,Naples,Italy,90,,,74,34
2025,03,MAR,2025-03-16,LIRP,Pisa San Giusto,Italy,43,,,37,9
2025,03,MAR,2025-03-16,LJLJ,Ljubljana,Slovenia,20,21,6,15,6
2025,03,MAR,2025-03-16,LJMB,Maribor,Slovenia,1,,,,
2025,03,MAR,2025-03-16,LJPZ,Portorož,Slovenia,0,,,,
2025,03,MAR,2025-03-16,LKKV,Karlovy Vary,Czech Republic,3,,,,
2025,03,MAR,2025-03-16,LKMT,Ostrava,Czech Republic,7,,,1,0
2025,03,MAR,2025-03-16,LKPR,Prague,Czech Republic,179,,,97,15
2025,03,MAR,2025-03-16,LKTB,Brno-Tuřany,Czech Republic,10,,,1,0
2025,03,MAR,2025-03-16,LLBG,Tel Aviv - Ben Gurion International,Israel,217,,,86,50
2025,03,MAR,2025-03-16,LMML,Malta,Malta,90,99,42,50,18
2025,03,MAR,2025-03-16,LOWG,Graz,Austria,15,,,5,0
2025,03,MAR,2025-03-16,LOWI,Innsbruck,Austria,44,,,26,18
2025,03,MAR,2025-03-16,LOWK,Klagenfurt,Austria,7,,,1,0
2025,03,MAR,2025-03-16,LOWL,Linz,Austria,7,,,,
2025,03,MAR,2025-03-16,LOWS,Salzburg,Austria,42,,,23,8
2025,03,MAR,2025-03-16,LOWW,Vienna,Austria,305,305,78,245,54
2025,03,MAR,2025-03-16,LPAZ,Santa Maria,Portugal,2,,,,
2025,03,MAR,2025-03-16,LPCS,Cascais,Portugal,10,,,,
2025,03,MAR,2025-03-16,LPFL,Flores,Portugal,0,,,,
2025,03,MAR,2025-03-16,LPFR,Faro,Portugal,78,78,8,55,8
2025,03,MAR,2025-03-16,LPHR,Horta,Portugal,8,,,,
2025,03,MAR,2025-03-16,LPMA,Madeira,Portugal,41,,,33,47
2025,03,MAR,2025-03-16,LPPD,Ponta Delgada,Portugal,30,,,5,0
2025,03,MAR,2025-03-16,LPPR,Porto,Portugal,151,151,90,120,117
2025,03,MAR,2025-03-16,LPPS,Porto Santo,Portugal,5,,,4,96
2025,03,MAR,2025-03-16,LPPT,Lisbon,Portugal,314,314,1894,257,1421
2025,03,MAR,2025-03-16,LQSA,Sarajevo,Bosnia and Herzegovina,16,,,10,0
2025,03,MAR,2025-03-16,LRBS,Bucharest - Băneasa,Romania,4,,,1,0
2025,03,MAR,2025-03-16,LROP,Bucharest - Otopeni,Romania,153,153,94,122,32
2025,03,MAR,2025-03-16,LSGG,Geneva,Switzerland,273,273,213,179,154
2025,03,MAR,2025-03-16,LSGS,Sion,Switzerland,21,,,,
2025,03,MAR,2025-03-16,LSZH,Zürich,Switzerland,340,340,309,218,283
2025,03,MAR,2025-03-16,LTAC,Ankara - Esenboğa,Türkiye,109,,,83,66
2025,03,MAR,2025-03-16,LTAI,Antalya,Türkiye,128,,,68,64
2025,03,MAR,2025-03-16,LTBA,Istanbul Atatürk,Türkiye,23,,,,
2025,03,MAR,2025-03-16,LTBJ,Izmir - Adnan Menderes,Türkiye,83,,,55,49
2025,03,MAR,2025-03-16,LTFJ,Istanbul Sabiha Gökçen,Türkiye,333,,,102,216
2025,03,MAR,2025-03-16,LTFM,Istanbul,Türkiye,693,,,524,341
2025,03,MAR,2025-03-16,LUKK,Chișinău,Moldova,46,,,22,0
2025,03,MAR,2025-03-16,LWSK,Skopje,Republic of North Macedonia,31,,,19,0
2025,03,MAR,2025-03-16,LYBE,Belgrade - Nikola Tesla,Serbia,104,,,90,17
2025,03,MAR,2025-03-16,LYPG,Podgorica,Montenegro,18,,,10,0
2025,03,MAR,2025-03-16,LZIB,Bratislava,Slovakia,24,,,11,0
2025,03,MAR,2025-03-16,UDYZ,Yerevan,Armenia,52,,,9,0
2025,03,MAR,2025-03-16,UGTB,Tbilisi,Georgia,60,,,12,25
2025,03,MAR,2025-03-17,BIKF,Keflavik,Iceland,66,,,11,0
2025,03,MAR,2025-03-17,EBAW,Antwerp,Belgium,17,,,2,0
2025,03,MAR,2025-03-17,EBBR,Brussels,Belgium,265,272,269,177,212
2025,03,MAR,2025-03-17,EBCI,Charleroi,Belgium,96,96,0,86,2
2025,03,MAR,2025-03-17,EBLG,Liège,Belgium,47,,,3,0
2025,03,MAR,2025-03-17,EBOS,Ostend-Bruges,Belgium,10,,,2,0
2025,03,MAR,2025-03-17,EDDB,Berlin - Brandenburg,Germany,266,267,98,198,65
2025,03,MAR,2025-03-17,EDDC,Dresden,Germany,13,,,10,0
2025,03,MAR,2025-03-17,EDDE,Erfurt,Germany,3,4,0,,
2025,03,MAR,2025-03-17,EDDF,Frankfurt,Germany,585,585,8,418,59
2025,03,MAR,2025-03-17,EDDG,Muenster-Osnabrueck,Germany,20,,,5,0
2025,03,MAR,2025-03-17,EDDH,Hamburg,Germany,161,155,47,121,36
2025,03,MAR,2025-03-17,EDDK,Cologne-Bonn,Germany,141,,,61,37
2025,03,MAR,2025-03-17,EDDL,Dusseldorf,Germany,183,169,7,146,17
2025,03,MAR,2025-03-17,EDDM,Munich,Germany,423,423,0,297,23
2025,03,MAR,2025-03-17,EDDN,Nuremberg,Germany,54,55,5,27,6
2025,03,MAR,2025-03-17,EDDP,Leipzig-Halle,Germany,70,70,13,9,0
2025,03,MAR,2025-03-17,EDDR,Saarbruecken,Germany,12,13,0,,
2025,03,MAR,2025-03-17,EDDS,Stuttgart,Germany,106,105,8,68,0
2025,03,MAR,2025-03-17,EDDV,Hanover,Germany,66,68,2,32,10
2025,03,MAR,2025-03-17,EDDW,Bremen,Germany,29,30,0,15,0
2025,03,MAR,2025-03-17,EETN,Tallinn,Estonia,54,59,10,41,11
2025,03,MAR,2025-03-17,EETU,Tartu,Estonia,2,,,2,0
2025,03,MAR,2025-03-17,EFHK,Helsinki - Vantaa,Finland,220,219,0,196,0
2025,03,MAR,2025-03-17,EGAA,Belfast - Aldergrove,United Kingdom,80,,,53,18
2025,03,MAR,2025-03-17,EGAC,Belfast - City Airport,United Kingdom,41,,,11,0
2025,03,MAR,2025-03-17,EGAE,Londonderry - Eglinton,United Kingdom,10,,,2,0
2025,03,MAR,2025-03-17,EGBB,Birmingham,United Kingdom,133,134,47,81,35
2025,03,MAR,2025-03-17,EGCC,Manchester,United Kingdom,255,,,162,104
2025,03,MAR,2025-03-17,EGGD,Bristol,United Kingdom,108,108,0,82,15
2025,03,MAR,2025-03-17,EGGW,London - Luton,United Kingdom,175,175,41,139,27
2025,03,MAR,2025-03-17,EGHI,Southampton,United Kingdom,30,,,5,3
2025,03,MAR,2025-03-17,EGKB,Biggin Hill,United Kingdom,24,,,,
2025,03,MAR,2025-03-17,EGKK,London - Gatwick,United Kingdom,329,,,234,334
2025,03,MAR,2025-03-17,EGLC,London - City,United Kingdom,91,91,0,23,7
2025,03,MAR,2025-03-17,EGLF,Farnborough,United Kingdom,36,,,,
2025,03,MAR,2025-03-17,EGLL,London - Heathrow,United Kingdom,648,,,143,126
2025,03,MAR,2025-03-17,EGNT,Newcastle,United Kingdom,61,,,23,3
2025,03,MAR,2025-03-17,EGNX,East Midlands,United Kingdom,59,,,14,3
2025,03,MAR,2025-03-17,EGPD,Aberdeen,United Kingdom,57,56,0,8,0
2025,03,MAR,2025-03-17,EGPF,Glasgow,United Kingdom,98,101,0,40,2
2025,03,MAR,2025-03-17,EGPH,Edinburgh,United Kingdom,159,159,8,89,20
2025,03,MAR,2025-03-17,EGSS,London - Stansted,United Kingdom,267,266,89,198,168
2025,03,MAR,2025-03-17,EHAM,Amsterdam - Schiphol,Netherlands,666,,,509,1084
2025,03,MAR,2025-03-17,EHBK,Maastricht-Aachen,Netherlands,13,,,1,0
2025,03,MAR,2025-03-17,EHGG,Groningen,Netherlands,24,,,2,0
2025,03,MAR,2025-03-17,EHLE,Lelystad,Netherlands,7,,,,
2025,03,MAR,2025-03-17,EHRD,Rotterdam,Netherlands,40,,,14,23
2025,03,MAR,2025-03-17,EICK,Cork,Ireland,32,,,27,0
2025,03,MAR,2025-03-17,EIDL,Donegal,Ireland,2,,,,
2025,03,MAR,2025-03-17,EIDW,Dublin,Ireland,339,339,151,240,117
2025,03,MAR,2025-03-17,EIKN,Connaught,Ireland,10,,,9,13
2025,03,MAR,2025-03-17,EIKY,Kerry - Farranfore,Ireland,7,,,5,0
2025,03,MAR,2025-03-17,EINN,Shannon,Ireland,26,,,17,4
2025,03,MAR,2025-03-17,EKCH,Copenhagen - Kastrup,Denmark,346,344,0,267,10
2025,03,MAR,2025-03-17,ELLX,Luxembourg,Luxembourg,106,105,15,68,13
2025,03,MAR,2025-03-17,ENAL,Alesund,Norway,21,,,9,0
2025,03,MAR,2025-03-17,ENAN,Andenes,Norway,5,,,,
2025,03,MAR,2025-03-17,ENAT,Alta,Norway,12,,,3,0
2025,03,MAR,2025-03-17,ENBL,Forde Bringeland,Norway,3,,,,
2025,03,MAR,2025-03-17,ENBN,Bronnoysund Bronnoy,Norway,15,,,,
2025,03,MAR,2025-03-17,ENBO,Bodø,Norway,60,,,12,0
2025,03,MAR,2025-03-17,ENBR,Bergen,Norway,133,112,0,54,0
2025,03,MAR,2025-03-17,ENBS,Batsfjord,Norway,3,,,,
2025,03,MAR,2025-03-17,ENBV,Berlevåg,Norway,2,,,,
2025,03,MAR,2025-03-17,ENCN,Kristiansand Kjevik,Norway,22,,,9,0
2025,03,MAR,2025-03-17,ENDU,Bardufoss,Norway,5,,,3,0
2025,03,MAR,2025-03-17,ENEV,Harstad - Narvik Evenes,Norway,13,,,9,0
2025,03,MAR,2025-03-17,ENFL,Florø,Norway,14,,,,
2025,03,MAR,2025-03-17,ENGM,Oslo - Gardermoen,Norway,312,312,31,257,14
2025,03,MAR,2025-03-17,ENHD,Haugesund,Norway,14,,,7,0
2025,03,MAR,2025-03-17,ENHF,Hammerfest,Norway,14,,,,
2025,03,MAR,2025-03-17,ENHV,Honningsvåg Valan,Norway,3,,,,
2025,03,MAR,2025-03-17,ENKB,Kristiansund Kvernberget,Norway,16,,,3,0
2025,03,MAR,2025-03-17,ENKR,Kirkenes Høybuktmoen,Norway,9,,,2,0
2025,03,MAR,2025-03-17,ENLK,Leknes,Norway,10,,,,
2025,03,MAR,2025-03-17,ENMH,Mehamn,Norway,3,,,,
2025,03,MAR,2025-03-17,ENML,Molde Årø,Norway,7,,,3,0
2025,03,MAR,2025-03-17,ENMS,Mosjøen Kjærstad,Norway,5,,,,
2025,03,MAR,2025-03-17,ENNA,Lakselv Banak,Norway,4,,,1,0
2025,03,MAR,2025-03-17,ENNM,Namsos Høknesøra,Norway,2,,,,
2025,03,MAR,2025-03-17,ENOV,Orsta¿Volda Hovden,Norway,7,,,,
2025,03,MAR,2025-03-17,ENRA,Mo i Rana Røssvoll,Norway,6,,,,
2025,03,MAR,2025-03-17,ENRM,Rorvik Ryum,Norway,4,,,,
2025,03,MAR,2025-03-17,ENRO,Roros,Norway,2,,,,
2025,03,MAR,2025-03-17,ENRS,Rost,Norway,2,,,,
2025,03,MAR,2025-03-17,ENSB,Svalbard Longyear,Norway,3,,,2,0
2025,03,MAR,2025-03-17,ENSD,Sandane  Anda,Norway,4,,,,
2025,03,MAR,2025-03-17,ENSG,Sogndal Haukåsen,Norway,9,,,,
2025,03,MAR,2025-03-17,ENSH,Svolvær Helle,Norway,5,,,,
2025,03,MAR,2025-03-17,ENSK,Stokmarknes Skagen,Norway,10,,,,
2025,03,MAR,2025-03-17,ENSR,Sorkjosen,Norway,1,,,,
2025,03,MAR,2025-03-17,ENSS,Vardø Svartnes,Norway,3,,,,
2025,03,MAR,2025-03-17,ENST,Sandnessjøen Stokka,Norway,7,,,,
2025,03,MAR,2025-03-17,ENTC,Tromsø,Norway,67,,,29,0
2025,03,MAR,2025-03-17,ENVA,Trondheim,Norway,83,83,0,42,0
2025,03,MAR,2025-03-17,ENVD,Vadsø,Norway,7,,,,
2025,03,MAR,2025-03-17,ENVR,Værøy,Norway,2,,,,
2025,03,MAR,2025-03-17,ENZV,Stavanger,Norway,99,74,0,53,0
2025,03,MAR,2025-03-17,EPBY,Bydgoszcz,Poland,8,,,5,0
2025,03,MAR,2025-03-17,EPGD,Gdansk,Poland,65,,,57,0
2025,03,MAR,2025-03-17,EPKK,Krakow - Balice,Poland,129,,,107,53
